figure_id,token_id,type,word,sentence_id,left_edge,right_edge,tag,tag_equiv,depth,stem
284,173,Isocolon,ground,111,76,82,NN,NN,2,ground
284,174,Isocolon,a,112,28,29,DT,DT,3,a
284,175,Isocolon,lot,112,29,32,NN,NN,3,lot
284,176,Isocolon,this,112,82,86,DT,DT,1,thi
284,177,Isocolon,issue,112,86,91,NN,NN,1,issu
284,178,Isocolon,the,113,8,11,DT,DT,6,the
284,179,Isocolon,case,113,11,15,NN,NN,6,case
284,180,Isocolon,the,113,19,22,DT,DT,4,the
284,181,Isocolon,committee,113,22,31,NN,NN,4,committe
284,182,Isocolon,a,113,34,35,DT,DT,3,a
284,183,Isocolon,slave,113,35,40,NN,NN,3,slave
284,184,Isocolon,the,113,42,45,DT,DT,1,the
284,185,Isocolon,Citizens,113,45,53,NNPS,NN,1,Citizen
284,186,Isocolon,every,114,15,20,DT,DT,2,everi
284,187,Isocolon,one,114,20,23,NN,NN,2,on
284,188,Isocolon,the,114,25,28,DT,DT,1,the
284,189,Isocolon,recommendations,114,28,43,NNS,NN,1,recommend
284,190,Isocolon,the,115,14,17,DT,DT,7,the
284,191,Isocolon,Government,115,17,27,NN,NN,7,Govern
284,192,Isocolon,the,115,85,88,DT,DT,2,the
284,193,Isocolon,repeal,115,88,94,NN,NN,2,repeal
284,194,Isocolon,the,116,6,9,DT,DT,1,the
284,195,Isocolon,summer,116,9,15,NN,NN,1,summer
284,196,Isocolon,a,117,21,22,DT,DT,2,a
284,197,Isocolon,Bill,117,22,26,NN,NN,2,Bill
284,198,Isocolon,that,117,28,32,DT,DT,1,that
284,199,Isocolon,timeframe,117,32,41,NN,NN,1,timefram
284,200,Isocolon,a,117,52,53,DT,DT,2,a
284,201,Isocolon,lot,117,53,56,NN,NN,2,lot
284,202,Isocolon,the,118,209,212,DT,DT,12,the
284,203,Isocolon,Constitution,118,212,224,NNP,NN,12,Constitut
284,204,Isocolon,the,119,53,56,DT,DT,7,the
284,205,Isocolon,event,119,56,61,NN,NN,7,event
284,206,Isocolon,the,119,119,122,DT,DT,5,the
284,207,Isocolon,people,119,122,128,NNS,NN,5,peopl
284,208,Isocolon,any,120,29,32,DT,DT,2,ani
284,209,Isocolon,person,120,32,38,NN,NN,2,person
284,210,Isocolon,the,120,45,48,DT,DT,1,the
284,211,Isocolon,House,120,48,53,NNP,NN,1,Hous
284,212,Isocolon,the,121,8,11,DT,DT,4,the
284,213,Isocolon,citizens,121,11,19,NNS,NN,4,citizen
284,214,Isocolon,the,122,39,42,DT,DT,7,the
284,215,Isocolon,holding,122,42,49,NN,NN,7,hold
284,216,Isocolon,a,122,51,52,DT,DT,6,a
284,217,Isocolon,referendum,122,52,62,NN,NN,6,referendum
284,218,Isocolon,the,124,64,67,DT,DT,13,the
284,219,Isocolon,continuation,124,67,79,NN,NN,13,continu
284,220,Isocolon,the,124,121,124,DT,DT,10,the
284,221,Isocolon,year,124,124,128,NN,NN,10,year
284,222,Isocolon,the,124,136,139,DT,DT,8,the
284,223,Isocolon,year,124,139,143,NN,NN,8,year
284,224,Isocolon,the,124,235,238,DT,DT,5,the
284,225,Isocolon,stairs,124,238,244,NNS,NN,5,stair
284,226,Isocolon,the,124,283,286,DT,DT,3,the
284,227,Isocolon,State,124,286,291,NNP,NN,3,State
285,0,Isocolon,For,72,0,3,IN,IN,4,For
285,1,Isocolon,that,72,3,7,DT,DT,3,that
285,2,Isocolon,reason,72,7,13,NN,NN,3,reason
285,3,Isocolon,in,72,32,34,IN,IN,3,in
285,4,Isocolon,the,72,34,37,DT,DT,2,the
285,5,Isocolon,report,72,37,43,NN,NN,2,report
285,6,Isocolon,in,74,36,38,IN,IN,2,in
285,7,Isocolon,this,74,38,42,DT,DT,1,thi
285,8,Isocolon,area,74,42,46,NN,NN,1,area
286,0,Isocolon,The,73,0,3,DT,DT,6,The
286,1,Isocolon,issue,73,3,8,NN,NN,6,issu
286,2,Isocolon,of,73,8,10,IN,IN,6,of
286,3,Isocolon,rape,73,10,14,NN,NN,5,rape
286,4,Isocolon,and,73,14,17,CC,CC,5,and
286,5,Isocolon,incest,73,17,23,NN,NN,5,incest
286,6,Isocolon,the,74,53,56,DT,DT,2,the
286,7,Isocolon,issue,74,56,61,NN,NN,2,issu
286,8,Isocolon,of,74,61,63,IN,IN,2,of
286,9,Isocolon,incest,74,63,69,NN,NN,1,incest
286,10,Isocolon,and,74,69,72,CC,CC,1,and
286,11,Isocolon,rape,74,72,76,NN,NN,1,rape
287,0,Isocolon,a,73,38,39,DT,DT,2,a
287,1,Isocolon,lot,73,39,42,NN,NN,2,lot
287,2,Isocolon,of,73,42,44,IN,IN,2,of
287,3,Isocolon,people,73,44,50,NNS,NN,1,peopl
287,4,Isocolon,the,75,82,85,DT,DT,2,the
287,5,Isocolon,ground,75,85,91,NN,NN,2,ground
287,6,Isocolon,of,75,91,93,IN,IN,2,of
287,7,Isocolon,rape,75,93,97,NN,NN,1,rape
288,0,Isocolon,of,73,42,44,IN,IN,2,of
288,1,Isocolon,people,73,44,50,NNS,NN,1,peopl
288,2,Isocolon,of,75,91,93,IN,IN,2,of
288,3,Isocolon,rape,75,93,97,NN,NN,1,rape
288,4,Isocolon,of,76,35,37,IN,IN,2,of
288,5,Isocolon,women,76,37,42,NNS,NN,1,women
289,0,Isocolon,a,77,38,39,DT,DT,16,a
289,1,Isocolon,vile,77,39,43,JJ,JJ,16,vile
289,2,Isocolon,act,77,43,46,NN,NN,16,act
289,3,Isocolon,the,79,71,74,DT,DT,14,the
289,4,Isocolon,12-week,79,74,81,JJ,JJ,14,12-week
289,5,Isocolon,limit,79,81,86,NN,NN,14,limit
289,6,Isocolon,the,80,45,48,DT,DT,17,the
289,7,Isocolon,vast,80,48,52,JJ,JJ,17,vast
289,8,Isocolon,majority,80,52,60,NN,NN,17,major
289,9,Isocolon,the,81,114,117,DT,DT,2,the
289,10,Isocolon,best,81,117,121,JJS,JJ,2,best
289,11,Isocolon,decision,81,121,129,NN,NN,2,decis
290,0,Isocolon,in,78,25,27,IN,IN,2,in
290,1,Isocolon,this,78,27,31,DT,DT,1,thi
290,2,Isocolon,area,78,31,35,NN,NN,1,area
290,3,Isocolon,of,79,42,44,IN,IN,13,of
290,4,Isocolon,the,79,44,47,DT,DT,12,the
290,5,Isocolon,committee,79,47,56,NN,NN,12,committe
290,6,Isocolon,within,79,179,185,IN,IN,2,within
290,7,Isocolon,that,79,185,189,DT,DT,1,that
290,8,Isocolon,period,79,189,195,NN,NN,1,period
290,9,Isocolon,in,81,32,34,IN,IN,12,in
290,10,Isocolon,this,81,34,38,DT,DT,11,thi
290,11,Isocolon,context,81,38,45,NN,NN,11,context
290,12,Isocolon,for,82,57,60,IN,IN,2,for
290,13,Isocolon,a,82,60,61,DT,DT,1,a
290,14,Isocolon,termination,82,61,72,NN,NN,1,termin
291,0,Isocolon,of,79,22,24,IN,IN,15,of
291,1,Isocolon,the,79,24,27,DT,DT,13,the
291,2,Isocolon,recommendations,79,27,42,NNS,NN,13,recommend
291,3,Isocolon,of,79,42,44,IN,IN,13,of
291,4,Isocolon,the,79,44,47,DT,DT,12,the
291,5,Isocolon,committee,79,47,56,NN,NN,12,committe
291,6,Isocolon,for,79,164,167,IN,IN,4,for
291,7,Isocolon,a,79,167,168,DT,DT,2,a
291,8,Isocolon,termination,79,168,179,NN,NN,2,termin
291,9,Isocolon,within,79,179,185,IN,IN,2,within
291,10,Isocolon,that,79,185,189,DT,DT,1,that
291,11,Isocolon,period,79,189,195,NN,NN,1,period
292,0,Isocolon,quite,83,61,66,RB,RB,9,quit
292,1,Isocolon,alarming,83,66,74,JJ,JJ,9,alarm
292,2,Isocolon,grossly,85,9,16,RB,RB,1,grossli
292,3,Isocolon,offensive,85,16,25,JJ,JJ,1,offens
293,0,Isocolon,in,84,28,30,IN,IN,16,in
293,1,Isocolon,our,84,30,33,PRP$,WP,15,our
293,2,Isocolon,society,84,33,40,NN,NN,15,societi
293,3,Isocolon,in,84,62,64,IN,IN,11,in
293,4,Isocolon,their,84,64,69,PRP$,WP,10,their
293,5,Isocolon,emails,84,69,75,NNS,NN,10,email
294,0,Isocolon,onto,86,30,34,IN,IN,4,onto
294,1,Isocolon,an,86,34,36,DT,DT,3,an
294,2,Isocolon,aeroplane,86,36,45,NN,NN,3,aeroplan
294,3,Isocolon,of,86,105,107,IN,IN,2,of
294,4,Isocolon,a,86,107,108,DT,DT,1,a
294,5,Isocolon,pregnancy,86,108,117,NN,NN,1,pregnanc
295,0,Isocolon,of,88,23,25,IN,IN,2,of
295,1,Isocolon,contraception,88,25,38,NN,NN,1,contracept
295,2,Isocolon,of,88,64,66,IN,IN,4,of
295,3,Isocolon,women,88,66,71,NNS,NN,3,women
296,0,Isocolon,my,89,2,4,PRP$,WP,3,my
296,1,Isocolon,party,89,4,9,NN,NN,3,parti
296,2,Isocolon,my,91,224,226,PRP$,WP,9,my
296,3,Isocolon,attention,91,226,235,NN,NN,9,attent
297,0,Isocolon,a,89,26,27,DT,DT,1,a
297,1,Isocolon,free,89,27,31,JJ,JJ,1,free
297,2,Isocolon,vote,89,31,35,NN,NN,1,vote
297,3,Isocolon,a,89,49,50,DT,DT,2,a
297,4,Isocolon,personal,89,50,58,JJ,JJ,2,person
297,5,Isocolon,capacity,89,58,66,NN,NN,2,capac
297,6,Isocolon,a,90,35,36,DT,DT,5,a
297,7,Isocolon,personal,90,36,44,JJ,JJ,5,person
297,8,Isocolon,capacity,90,44,52,NN,NN,5,capac
297,9,Isocolon,the,91,131,134,DT,DT,15,the
297,10,Isocolon,personal,91,134,142,JJ,JJ,15,person
297,11,Isocolon,testimonies,91,142,153,NNS,NN,15,testimoni
297,12,Isocolon,the,91,273,276,DT,DT,2,the
297,13,Isocolon,devastating,91,276,287,JJ,JJ,2,devast
297,14,Isocolon,news,91,287,291,NN,NN,2,new
297,15,Isocolon,a,91,331,332,DT,DT,14,a
297,16,Isocolon,foetal,91,332,338,JJ,JJ,14,foetal
297,17,Isocolon,abnormality,91,338,349,NN,NN,14,abnorm
298,0,Isocolon,in,89,47,49,IN,IN,3,in
298,1,Isocolon,a,89,49,50,DT,DT,2,a
298,2,Isocolon,personal,89,50,58,JJ,JJ,2,person
298,3,Isocolon,capacity,89,58,66,NN,NN,2,capac
298,4,Isocolon,in,90,33,35,IN,IN,6,in
298,5,Isocolon,a,90,35,36,DT,DT,5,a
298,6,Isocolon,personal,90,36,44,JJ,JJ,5,person
298,7,Isocolon,capacity,90,44,52,NN,NN,5,capac
299,0,Isocolon,outside,91,33,40,IN,IN,23,outsid
299,1,Isocolon,the,91,40,43,DT,DT,22,the
299,2,Isocolon,door,91,43,47,NN,NN,22,door
299,3,Isocolon,about,91,57,62,IN,IN,20,about
299,4,Isocolon,these,91,62,67,DT,DT,19,these
299,5,Isocolon,issues,91,67,73,NNS,NN,19,issu
299,6,Isocolon,at,91,111,113,IN,IN,14,at
299,7,Isocolon,the,91,113,116,DT,DT,13,the
299,8,Isocolon,committee,91,116,125,NN,NN,13,committe
299,9,Isocolon,in,91,319,321,IN,IN,16,in
299,10,Isocolon,some,91,321,325,DT,DT,14,some
299,11,Isocolon,cases,91,325,330,NNS,NN,14,case
299,12,Isocolon,in,92,18,20,IN,IN,2,in
299,13,Isocolon,this,92,20,24,DT,DT,1,thi
299,14,Isocolon,debate,92,24,30,NN,NN,1,debat
299,15,Isocolon,in,93,119,121,IN,IN,10,in
299,16,Isocolon,this,93,121,125,DT,DT,9,thi
299,17,Isocolon,House,93,125,130,NNP,NN,9,Hous
299,18,Isocolon,in,94,22,24,IN,IN,2,in
299,19,Isocolon,any,94,24,27,DT,DT,1,ani
299,20,Isocolon,way,94,27,30,NN,NN,1,wai
299,21,Isocolon,of,96,134,136,IN,IN,2,of
299,22,Isocolon,the,96,136,139,DT,DT,1,the
299,23,Isocolon,woman,96,139,144,NN,NN,1,woman
299,24,Isocolon,of,97,45,47,IN,IN,2,of
299,25,Isocolon,the,97,47,50,DT,DT,1,the
299,26,Isocolon,woman,97,50,55,NN,NN,1,woman
299,27,Isocolon,of,98,36,38,IN,IN,2,of
299,28,Isocolon,the,98,38,41,DT,DT,1,the
299,29,Isocolon,woman,98,41,46,NN,NN,1,woman
299,30,Isocolon,of,99,42,44,IN,IN,2,of
299,31,Isocolon,the,99,44,47,DT,DT,1,the
299,32,Isocolon,woman,99,47,52,NN,NN,1,woman
299,33,Isocolon,of,100,36,38,IN,IN,2,of
299,34,Isocolon,the,100,38,41,DT,DT,1,the
299,35,Isocolon,woman,100,41,46,NN,NN,1,woman
299,36,Isocolon,of,101,37,39,IN,IN,2,of
299,37,Isocolon,the,101,39,42,DT,DT,1,the
299,38,Isocolon,woman,101,42,47,NN,NN,1,woman
299,39,Isocolon,of,102,35,37,IN,IN,2,of
299,40,Isocolon,the,102,37,40,DT,DT,1,the
299,41,Isocolon,woman,102,40,45,NN,NN,1,woman
299,42,Isocolon,of,103,29,31,IN,IN,2,of
299,43,Isocolon,the,103,31,34,DT,DT,1,the
299,44,Isocolon,woman,103,34,39,NN,NN,1,woman
299,45,Isocolon,As,105,0,2,IN,IN,5,As
299,46,Isocolon,a,105,2,3,DT,DT,4,a
299,47,Isocolon,committee,105,3,12,NN,NN,4,committe
299,48,Isocolon,for,107,47,50,IN,IN,2,for
299,49,Isocolon,a,107,50,51,DT,DT,1,a
299,50,Isocolon,termination,107,51,62,NN,NN,1,termin
299,51,Isocolon,about,109,34,39,IN,IN,2,about
299,52,Isocolon,the,109,39,42,DT,DT,1,the
299,53,Isocolon,decisions,109,42,51,NNS,NN,1,decis
300,0,Isocolon,given,91,106,111,VBN,VB,15,given
300,1,Isocolon,at,91,111,113,IN,IN,14,at
300,2,Isocolon,the,91,113,116,DT,DT,13,the
300,3,Isocolon,committee,91,116,125,NN,NN,13,committe
300,4,Isocolon,given,92,13,18,VBN,VB,3,given
300,5,Isocolon,in,92,18,20,IN,IN,2,in
300,6,Isocolon,this,92,20,24,DT,DT,1,thi
300,7,Isocolon,debate,92,24,30,NN,NN,1,debat
301,0,Isocolon,had,91,168,171,VBD,VB,12,had
301,1,Isocolon,to,91,171,173,TO,TO,10,to
301,2,Isocolon,endure,91,173,179,VB,VB,9,endur
301,3,Isocolon,had,91,368,371,VBD,VB,11,had
301,4,Isocolon,to,91,371,373,TO,TO,9,to
301,5,Isocolon,make,91,373,377,VB,VB,8,make
302,0,Isocolon,respect,93,46,53,NN,NN,2,respect
302,1,Isocolon,for,93,53,56,IN,IN,2,for
302,2,Isocolon,varying,93,56,63,VBG,VB,1,vari
302,3,Isocolon,views,93,63,68,NNS,NN,1,view
302,4,Isocolon,space,94,42,47,NN,NN,7,space
302,5,Isocolon,for,94,47,50,IN,IN,7,for
302,6,Isocolon,varying,94,50,57,VBG,VB,6,vari
302,7,Isocolon,views,94,57,62,NNS,NN,6,view
303,0,Isocolon,varying,93,56,63,VBG,VB,1,vari
303,1,Isocolon,views,93,63,68,NNS,NN,1,view
303,2,Isocolon,varying,94,50,57,VBG,VB,6,vari
303,3,Isocolon,views,94,57,62,NNS,NN,6,view
303,4,Isocolon,varying,95,20,27,VBG,VB,4,vari
303,5,Isocolon,views,95,27,32,NNS,NN,4,view
304,0,Isocolon,the,93,99,102,DT,DT,12,the
304,1,Isocolon,same,93,102,106,JJ,JJ,12,same
304,2,Isocolon,each,93,110,114,DT,DT,10,each
304,3,Isocolon,other,93,114,119,JJ,JJ,10,other
305,0,Isocolon,Committee,95,0,9,NNP,NN,6,Committe
305,1,Isocolon,members,95,9,16,NNS,NN,6,member
305,2,Isocolon,majority,95,55,63,NN,NN,6,major
305,3,Isocolon,views,95,63,68,NNS,NN,6,view
306,0,Isocolon,of,95,90,92,IN,IN,2,of
306,1,Isocolon,areas,95,92,97,NNS,NN,1,area
306,2,Isocolon,by,97,55,57,IN,IN,5,by
306,3,Isocolon,suicide,97,57,64,NN,NN,4,suicid
307,0,Isocolon,to,96,125,127,TO,TO,4,to
307,1,Isocolon,the,96,127,130,DT,DT,2,the
307,2,Isocolon,life,96,130,134,NN,NN,2,life
307,3,Isocolon,of,96,134,136,IN,IN,2,of
307,4,Isocolon,the,96,136,139,DT,DT,1,the
307,5,Isocolon,woman,96,139,144,NN,NN,1,woman
307,6,Isocolon,to,97,36,38,TO,TO,4,to
307,7,Isocolon,the,97,38,41,DT,DT,2,the
307,8,Isocolon,life,97,41,45,NN,NN,2,life
307,9,Isocolon,of,97,45,47,IN,IN,2,of
307,10,Isocolon,the,97,47,50,DT,DT,1,the
307,11,Isocolon,woman,97,50,55,NN,NN,1,woman
307,12,Isocolon,to,98,25,27,TO,TO,4,to
307,13,Isocolon,the,98,27,30,DT,DT,2,the
307,14,Isocolon,health,98,30,36,NN,NN,2,health
307,15,Isocolon,of,98,36,38,IN,IN,2,of
307,16,Isocolon,the,98,38,41,DT,DT,1,the
307,17,Isocolon,woman,98,41,46,NN,NN,1,woman
307,18,Isocolon,to,100,25,27,TO,TO,4,to
307,19,Isocolon,the,100,27,30,DT,DT,2,the
307,20,Isocolon,health,100,30,36,NN,NN,2,health
307,21,Isocolon,of,100,36,38,IN,IN,2,of
307,22,Isocolon,the,100,38,41,DT,DT,1,the
307,23,Isocolon,woman,100,41,46,NN,NN,1,woman
308,0,Isocolon,Reason,97,0,6,NNP,NN,6,Reason
308,1,Isocolon,No.,97,6,9,NN,NN,6,No.
308,2,Isocolon,2,97,9,10,CD,CD,6,2
308,3,Isocolon,Reason,98,0,6,NNP,NN,5,Reason
308,4,Isocolon,No.,98,6,9,NN,NN,5,No.
308,5,Isocolon,3,98,9,10,CD,CD,5,3
308,6,Isocolon,Reason,99,0,6,NNP,NN,5,Reason
308,7,Isocolon,No.,99,6,9,NN,NN,5,No.
308,8,Isocolon,4,99,9,10,CD,CD,5,4
308,9,Isocolon,Reason,100,0,6,NNP,NN,5,Reason
308,10,Isocolon,No.,100,6,9,NN,NN,5,No.
308,11,Isocolon,5,100,9,10,CD,CD,5,5
308,12,Isocolon,Reason,101,0,6,NNP,NN,6,Reason
308,13,Isocolon,No.,101,6,9,NN,NN,6,No.
308,14,Isocolon,6,101,9,10,CD,CD,6,6
308,15,Isocolon,Reason,102,0,6,NNP,NN,6,Reason
308,16,Isocolon,No.,102,6,9,NN,NN,6,No.
308,17,Isocolon,7,102,9,10,CD,CD,6,7
308,18,Isocolon,Reason,103,0,6,NNP,NN,6,Reason
308,19,Isocolon,No.,103,6,9,NN,NN,6,No.
308,20,Isocolon,8,103,9,10,CD,CD,6,8
308,21,Isocolon,Reason,104,0,6,NNP,NN,6,Reason
308,22,Isocolon,No.,104,6,9,NN,NN,6,No.
308,23,Isocolon,9,104,9,10,CD,CD,6,9
309,0,Isocolon,Reason,98,0,6,NNP,NN,5,Reason
309,1,Isocolon,No.,98,6,9,NN,NN,5,No.
309,2,Isocolon,3,98,9,10,CD,CD,5,3
309,3,Isocolon,was,98,10,13,VBD,VB,5,wa
309,4,Isocolon,a,98,13,14,DT,DT,4,a
309,5,Isocolon,serious,98,14,21,JJ,JJ,4,seriou
309,6,Isocolon,risk,98,21,25,NN,NN,4,risk
309,7,Isocolon,to,98,25,27,TO,TO,4,to
309,8,Isocolon,the,98,27,30,DT,DT,2,the
309,9,Isocolon,health,98,30,36,NN,NN,2,health
309,10,Isocolon,of,98,36,38,IN,IN,2,of
309,11,Isocolon,the,98,38,41,DT,DT,1,the
309,12,Isocolon,woman,98,41,46,NN,NN,1,woman
309,13,Isocolon,Reason,100,0,6,NNP,NN,5,Reason
309,14,Isocolon,No.,100,6,9,NN,NN,5,No.
309,15,Isocolon,5,100,9,10,CD,CD,5,5
309,16,Isocolon,was,100,10,13,VBD,VB,5,wa
309,17,Isocolon,a,100,13,14,DT,DT,4,a
309,18,Isocolon,serious,100,14,21,JJ,JJ,4,seriou
309,19,Isocolon,risk,100,21,25,NN,NN,4,risk
309,20,Isocolon,to,100,25,27,TO,TO,4,to
309,21,Isocolon,the,100,27,30,DT,DT,2,the
309,22,Isocolon,health,100,30,36,NN,NN,2,health
309,23,Isocolon,of,100,36,38,IN,IN,2,of
309,24,Isocolon,the,100,38,41,DT,DT,1,the
309,25,Isocolon,woman,100,41,46,NN,NN,1,woman
310,0,Isocolon,a,98,13,14,DT,DT,4,a
310,1,Isocolon,serious,98,14,21,JJ,JJ,4,seriou
310,2,Isocolon,risk,98,21,25,NN,NN,4,risk
310,3,Isocolon,a,99,13,14,DT,DT,4,a
310,4,Isocolon,serious,99,14,21,JJ,JJ,4,seriou
310,5,Isocolon,risk,99,21,25,NN,NN,4,risk
310,6,Isocolon,the,99,27,30,DT,DT,2,the
310,7,Isocolon,mental,99,30,36,JJ,JJ,2,mental
310,8,Isocolon,health,99,36,42,NN,NN,2,health
310,9,Isocolon,a,100,13,14,DT,DT,4,a
310,10,Isocolon,serious,100,14,21,JJ,JJ,4,seriou
310,11,Isocolon,risk,100,21,25,NN,NN,4,risk
310,12,Isocolon,the,101,20,23,DT,DT,2,the
310,13,Isocolon,physical,101,23,31,JJ,JJ,2,physic
310,14,Isocolon,health,101,31,37,NN,NN,2,health
310,15,Isocolon,the,102,20,23,DT,DT,2,the
310,16,Isocolon,mental,102,23,29,JJ,JJ,2,mental
310,17,Isocolon,health,102,29,35,NN,NN,2,health
311,0,Isocolon,to,99,25,27,TO,TO,4,to
311,1,Isocolon,the,99,27,30,DT,DT,2,the
311,2,Isocolon,mental,99,30,36,JJ,JJ,2,mental
311,3,Isocolon,health,99,36,42,NN,NN,2,health
311,4,Isocolon,of,99,42,44,IN,IN,2,of
311,5,Isocolon,the,99,44,47,DT,DT,1,the
311,6,Isocolon,woman,99,47,52,NN,NN,1,woman
311,7,Isocolon,to,101,18,20,TO,TO,4,to
311,8,Isocolon,the,101,20,23,DT,DT,2,the
311,9,Isocolon,physical,101,23,31,JJ,JJ,2,physic
311,10,Isocolon,health,101,31,37,NN,NN,2,health
311,11,Isocolon,of,101,37,39,IN,IN,2,of
311,12,Isocolon,the,101,39,42,DT,DT,1,the
311,13,Isocolon,woman,101,42,47,NN,NN,1,woman
311,14,Isocolon,to,102,18,20,TO,TO,4,to
311,15,Isocolon,the,102,20,23,DT,DT,2,the
311,16,Isocolon,mental,102,23,29,JJ,JJ,2,mental
311,17,Isocolon,health,102,29,35,NN,NN,2,health
311,18,Isocolon,of,102,35,37,IN,IN,2,of
311,19,Isocolon,the,102,37,40,DT,DT,1,the
311,20,Isocolon,woman,102,40,45,NN,NN,1,woman
312,0,Isocolon,Reason,101,0,6,NNP,NN,6,Reason
312,1,Isocolon,No.,101,6,9,NN,NN,6,No.
312,2,Isocolon,6,101,9,10,CD,CD,6,6
312,3,Isocolon,was,101,10,13,VBD,VB,6,wa
312,4,Isocolon,a,101,13,14,DT,DT,4,a
312,5,Isocolon,risk,101,14,18,NN,NN,4,risk
312,6,Isocolon,to,101,18,20,TO,TO,4,to
312,7,Isocolon,the,101,20,23,DT,DT,2,the
312,8,Isocolon,physical,101,23,31,JJ,JJ,2,physic
312,9,Isocolon,health,101,31,37,NN,NN,2,health
312,10,Isocolon,of,101,37,39,IN,IN,2,of
312,11,Isocolon,the,101,39,42,DT,DT,1,the
312,12,Isocolon,woman,101,42,47,NN,NN,1,woman
312,13,Isocolon,Reason,102,0,6,NNP,NN,6,Reason
312,14,Isocolon,No.,102,6,9,NN,NN,6,No.
312,15,Isocolon,7,102,9,10,CD,CD,6,7
312,16,Isocolon,was,102,10,13,VBD,VB,6,wa
312,17,Isocolon,a,102,13,14,DT,DT,4,a
312,18,Isocolon,risk,102,14,18,NN,NN,4,risk
312,19,Isocolon,to,102,18,20,TO,TO,4,to
312,20,Isocolon,the,102,20,23,DT,DT,2,the
312,21,Isocolon,mental,102,23,29,JJ,JJ,2,mental
312,22,Isocolon,health,102,29,35,NN,NN,2,health
312,23,Isocolon,of,102,35,37,IN,IN,2,of
312,24,Isocolon,the,102,37,40,DT,DT,1,the
312,25,Isocolon,woman,102,40,45,NN,NN,1,woman
313,0,Isocolon,as,104,22,24,IN,IN,4,as
313,1,Isocolon,a,104,24,25,DT,DT,2,a
313,2,Isocolon,result,104,25,31,NN,NN,2,result
313,3,Isocolon,of,104,31,33,IN,IN,2,of
313,4,Isocolon,rape,104,33,37,NN,NN,1,rape
313,5,Isocolon,in,106,58,60,IN,IN,4,in
313,6,Isocolon,the,106,60,63,DT,DT,2,the
313,7,Isocolon,area,106,63,67,NN,NN,2,area
313,8,Isocolon,of,106,67,69,IN,IN,2,of
313,9,Isocolon,disability,106,69,79,NN,NN,1,disabl
314,0,Isocolon,be,108,5,7,VB,VB,2,be
314,1,Isocolon,honest,108,7,13,JJ,JJ,1,honest
314,2,Isocolon,die,110,114,117,VB,VB,3,die
314,3,Isocolon,ex-utero,110,117,125,JJ,JJ,2,ex-utero
315,0,Isocolon,most,110,43,47,RBS,RB,6,most
315,1,Isocolon,devastating,110,47,58,JJ,JJ,6,devast
315,2,Isocolon,quite,112,66,71,RB,RB,1,quit
315,3,Isocolon,open,112,71,75,JJ,JJ,1,open
316,0,Isocolon,a,110,89,90,DT,DT,3,a
316,1,Isocolon,profound,110,90,98,JJ,JJ,3,profound
316,2,Isocolon,disability,110,98,108,NN,NN,3,disabl
316,3,Isocolon,a,111,85,86,DT,DT,1,a
316,4,Isocolon,legal,111,86,91,JJ,JJ,1,legal
316,5,Isocolon,termination,111,91,102,NN,NN,1,termin
317,0,Isocolon,on,112,80,82,IN,IN,2,on
317,1,Isocolon,this,112,82,86,DT,DT,1,thi
317,2,Isocolon,issue,112,86,91,NN,NN,1,issu
317,3,Isocolon,of,114,23,25,IN,IN,2,of
317,4,Isocolon,the,114,25,28,DT,DT,1,the
317,5,Isocolon,recommendations,114,28,43,NNS,NN,1,recommend
317,6,Isocolon,by,116,4,6,IN,IN,2,by
317,7,Isocolon,the,116,6,9,DT,DT,1,the
317,8,Isocolon,summer,116,9,15,NN,NN,1,summer
317,9,Isocolon,in,117,26,28,IN,IN,2,in
317,10,Isocolon,that,117,28,32,DT,DT,1,that
317,11,Isocolon,timeframe,117,32,41,NN,NN,1,timefram
317,12,Isocolon,in,119,51,53,IN,IN,8,in
317,13,Isocolon,the,119,53,56,DT,DT,7,the
317,14,Isocolon,event,119,56,61,NN,NN,7,event
317,15,Isocolon,outside,120,38,45,IN,IN,2,outsid
317,16,Isocolon,the,120,45,48,DT,DT,1,the
317,17,Isocolon,House,120,48,53,NNP,NN,1,Hous
317,18,Isocolon,of,122,49,51,IN,IN,7,of
317,19,Isocolon,a,122,51,52,DT,DT,6,a
317,20,Isocolon,referendum,122,52,62,NN,NN,6,referendum
318,0,Isocolon,the,115,85,88,DT,DT,2,the
318,1,Isocolon,repeal,115,88,94,NN,NN,2,repeal
318,2,Isocolon,of,115,94,96,IN,IN,2,of
318,3,Isocolon,Article,115,96,103,NNP,NN,1,Articl
318,4,Isocolon,a,117,52,53,DT,DT,2,a
318,5,Isocolon,lot,117,53,56,NN,NN,2,lot
318,6,Isocolon,of,117,56,58,IN,IN,2,of
318,7,Isocolon,resources,117,58,67,NNS,NN,1,resourc
319,0,Isocolon,a,118,72,73,DT,DT,1,a
319,1,Isocolon,12-week,118,73,80,JJ,JJ,1,12-week
319,2,Isocolon,limit,118,80,85,NN,NN,1,limit
319,3,Isocolon,the,119,91,94,DT,DT,5,the
319,4,Isocolon,only,119,94,98,JJ,JJ,5,onli
319,5,Isocolon,ones,119,98,102,NNS,NN,5,on
319,6,Isocolon,the,120,9,12,DT,DT,6,the
319,7,Isocolon,same,120,12,16,JJ,JJ,6,same
319,8,Isocolon,value,120,16,21,NN,NN,6,valu
320,0,Isocolon,ofrom,118,204,209,VB,VB,13,ofrom
