sentence_id,token_id,word,left_edge,right_edge,tag,tag_equiv,depth,stem
107,13,termination,51,62,NN,NN,1,termin
107,14,.,62,63,.,.,9,.
108,0,Let,0,3,VB,VB,4,Let
108,1,us,3,5,PRP,WP,2,us
108,2,be,5,7,VB,VB,2,be
108,3,honest,7,13,JJ,JJ,1,honest
108,4,-,13,14,:,:,6,-
108,5,people,14,20,NNS,NN,4,peopl
108,6,make,20,24,VBP,VB,4,make
108,7,decisions,24,33,NNS,NN,3,decis
108,8,and,33,36,CC,CC,3,and
108,9,choices,36,43,NNS,NN,3,choic
108,10,.,43,44,.,.,6,.
109,0,Are,0,3,VBG,VB,8,Are
109,1,we,3,5,PRP,WP,6,we
109,2,to,5,7,TO,TO,6,to
109,3,adjudicate,7,17,VB,VB,4,adjud
109,4,on,17,19,RP,RP,3,on
109,5,and,19,22,CC,CC,5,and
109,6,be,22,24,VB,VB,4,be
109,7,judgmental,24,34,VBN,VB,3,judgment
109,8,about,34,39,IN,IN,2,about
109,9,the,39,42,DT,DT,1,the
109,10,decisions,42,51,NNS,NN,1,decis
109,11,they,51,55,PRP,WP,9,thei
109,12,make,55,59,VBP,VB,9,make
109,13,?,59,60,.,.,10,?
110,0,Who,0,3,WP,WP,16,Who
110,1,are,3,6,VBP,VB,16,ar
110,2,we,6,8,PRP,WP,15,we
110,3,to,8,10,TO,TO,14,to
110,4,judge,10,15,VB,VB,13,judg
110,5,a,15,16,DT,DT,11,a
110,6,person,16,22,NN,NN,11,person
110,7,who,22,25,WP,WP,10,who
110,8,has,25,28,VBZ,VB,9,ha
110,9,just,28,32,RB,RB,8,just
110,10,received,32,40,VBN,VB,8,receiv
110,11,the,40,43,DT,DT,7,the
110,12,most,43,47,RBS,RB,6,most
110,13,devastating,47,58,JJ,JJ,6,devast
110,14,news,58,62,NN,NN,7,new
110,15,that,62,66,IN,IN,7,that
110,16,the,66,69,DT,DT,4,the
110,17,baby,69,73,NN,NN,4,babi
110,18,she,73,76,PRP,WP,2,she
110,19,is,76,78,VBZ,VB,2,is
110,20,carrying,78,86,VBG,VB,1,carri
110,21,has,86,89,VBZ,VB,4,ha
110,22,a,89,90,DT,DT,3,a
110,23,profound,90,98,JJ,JJ,3,profound
110,24,disability,98,108,NN,NN,3,disabl
110,25,or,108,110,CC,CC,5,or
110,26,will,110,114,MD,MD,4,will
110,27,die,114,117,VB,VB,3,die
110,28,ex-utero,117,125,JJ,JJ,2,ex-utero
110,29,?,125,126,.,.,17,?
111,0,The,0,3,DT,DT,8,The
111,1,committee,3,12,NN,NN,8,committe
111,2,did,12,15,VBD,VB,8,did
111,3,state,15,20,NN,NN,7,state
111,4,",",20,21,",",",",8,","
111,5,however,21,28,RB,RB,7,howev
111,6,",",28,29,",",",",8,","
111,7,that,29,33,IN,IN,7,that
111,8,after,33,38,IN,IN,5,after
111,9,a,38,39,DT,DT,3,a
111,10,period,39,45,NN,NN,3,period
111,11,of,45,47,IN,IN,3,of
111,12,12,47,49,CD,CD,2,12
111,13,weeks,49,54,NNS,NN,2,week
111,14,",",54,55,",",",",6,","
111,15,disability,55,65,NN,NN,5,disabl
111,16,would,65,70,MD,MD,5,would
111,17,not,70,73,RB,RB,5,not
111,18,be,73,75,VB,VB,4,be
111,19,a,75,76,DT,DT,2,a
111,20,ground,76,82,NN,NN,2,ground
111,21,for,82,85,IN,IN,2,for
111,22,a,85,86,DT,DT,1,a
111,23,legal,86,91,JJ,JJ,1,legal
111,24,termination,91,102,NN,NN,1,termin
111,25,.,102,103,.,.,9,.
112,0,That,0,4,DT,DT,8,That
112,1,was,4,7,VBD,VB,8,wa
112,2,the,7,10,DT,DT,5,the
112,3,strongly,10,18,RB,RB,4,strongli
112,4,held,18,22,VBN,VB,4,held
112,5,view,22,26,NN,NN,5,view
112,6,of,26,28,IN,IN,5,of
112,7,a,28,29,DT,DT,3,a
112,8,lot,29,32,NN,NN,3,lot
112,9,of,32,34,IN,IN,3,of
112,10,committee,34,43,NN,NN,2,committe
112,11,members,43,50,NNS,NN,2,member
112,12,",",50,51,",",",",7,","
112,13,even,51,55,RB,RB,7,even
112,14,those,55,60,DT,DT,5,those
112,15,who,60,63,WP,WP,4,who
112,16,had,63,66,VBD,VB,3,had
112,17,quite,66,71,RB,RB,1,quit
112,18,open,71,75,JJ,JJ,1,open
112,19,views,75,80,NNS,NN,2,view
112,20,on,80,82,IN,IN,2,on
112,21,this,82,86,DT,DT,1,thi
112,22,issue,86,91,NN,NN,1,issu
112,23,.,91,92,.,.,9,.
113,0,It,0,2,PRP,WP,7,It
113,1,was,2,5,VBD,VB,7,wa
113,2,not,5,8,RB,RB,7,not
113,3,the,8,11,DT,DT,6,the
113,4,case,11,15,NN,NN,6,case
113,5,that,15,19,IN,IN,6,that
113,6,the,19,22,DT,DT,4,the
113,7,committee,22,31,NN,NN,4,committe
113,8,was,31,34,VBD,VB,4,wa
113,9,a,34,35,DT,DT,3,a
113,10,slave,35,40,NN,NN,3,slave
113,11,to,40,42,TO,TO,3,to
113,12,the,42,45,DT,DT,1,the
113,13,Citizens,45,53,NNPS,NN,1,Citizen
113,14,',53,54,POS,POS,1,'
113,15,Assembly,54,62,NN,NN,2,Assembl
113,16,.,62,63,.,.,8,.
114,0,It,0,2,PRP,WP,6,It
114,1,deliberated,2,13,VBD,VB,5,deliber
114,2,on,13,15,IN,IN,4,on
114,3,every,15,20,DT,DT,2,everi
114,4,one,20,23,NN,NN,2,on
114,5,of,23,25,IN,IN,2,of
114,6,the,25,28,DT,DT,1,the
114,7,recommendations,28,43,NNS,NN,1,recommend
114,8,and,43,46,CC,CC,6,and
114,9,came,46,50,VBD,VB,4,came
114,10,to,50,52,TO,TO,3,to
114,11,its,52,55,PRP$,WP,2,it
114,12,own,55,58,JJ,JJ,2,own
114,13,conclusions,58,69,NNS,NN,2,conclus
114,14,and,69,72,CC,CC,5,and
114,15,did,72,75,VBD,VB,4,did
114,16,diverge,75,82,VB,VB,3,diverg
114,17,in,82,84,IN,IN,2,in
114,18,certain,84,91,JJ,JJ,1,certain
114,19,areas,91,96,NNS,NN,1,area
114,20,.,96,97,.,.,7,.
115,0,I,0,1,PRP,WP,11,I
115,1,fervently,1,10,RB,RB,11,fervent
115,2,hope,10,14,VBP,VB,11,hope
115,3,the,14,17,DT,DT,7,the
115,4,Government,17,27,NN,NN,7,Govern
115,5,can,27,30,MD,MD,7,can
115,6,keep,30,34,VB,VB,6,keep
115,7,to,34,36,TO,TO,5,to
115,8,its,36,39,PRP$,WP,4,it
115,9,timetable,39,48,NN,NN,4,timet
115,10,and,48,51,CC,CC,10,and
115,11,that,51,55,IN,IN,9,that
115,12,we,55,57,PRP,WP,7,we
115,13,can,57,60,MD,MD,7,can
115,14,have,60,64,VB,VB,6,have
115,15,the,64,67,DT,DT,4,the
115,16,substantive,67,78,JJ,JJ,4,substant
115,17,issue,78,83,NN,NN,4,issu
115,18,of,83,85,IN,IN,4,of
115,19,the,85,88,DT,DT,2,the
115,20,repeal,88,94,NN,NN,2,repeal
115,21,of,94,96,IN,IN,2,of
115,22,Article,96,103,NNP,NN,1,Articl
115,23,40.3.3,103,109,CD,CD,11,40.3.3
115,24,odealt,109,115,NN,NN,11,odealt
116,0,with,0,4,IN,IN,3,with
116,1,by,4,6,IN,IN,2,by
116,2,the,6,9,DT,DT,1,the
116,3,summer,9,15,NN,NN,1,summer
116,4,.,15,16,.,.,4,.
117,0,Publishing,0,10,NN,NN,4,Publish
117,1,the,10,13,DT,DT,4,the
117,2,scheme,13,19,NN,NN,4,scheme
117,3,of,19,21,IN,IN,4,of
117,4,a,21,22,DT,DT,2,a
117,5,Bill,22,26,NN,NN,2,Bill
117,6,in,26,28,IN,IN,2,in
117,7,that,28,32,DT,DT,1,that
117,8,timeframe,32,41,NN,NN,1,timefram
117,9,will,41,45,MD,MD,5,will
117,10,require,45,52,VB,VB,4,requir
117,11,a,52,53,DT,DT,2,a
117,12,lot,53,56,NN,NN,2,lot
117,13,of,56,58,IN,IN,2,of
117,14,resources,58,67,NNS,NN,1,resourc
117,15,.,67,68,.,.,6,.
118,0,We,0,2,PRP,WP,15,We
118,1,must,2,6,MD,MD,15,must
118,2,be,6,8,VB,VB,13,be
118,3,honest,8,14,JJ,JJ,12,honest
118,4,when,14,18,WRB,RB,11,when
118,5,we,18,20,PRP,WP,10,we
118,6,are,20,23,VBP,VB,10,ar
118,7,talking,23,30,VBG,VB,9,talk
118,8,about,30,35,IN,IN,8,about
118,9,legislation,35,46,NN,NN,6,legisl
118,10,",",46,47,",",",",7,","
118,11,people,47,53,NNS,NN,5,peopl
118,12,having,53,59,VBG,VB,5,have
118,13,concerns,59,67,NNS,NN,3,concern
118,14,about,67,72,IN,IN,3,about
118,15,a,72,73,DT,DT,1,a
118,16,12-week,73,80,JJ,JJ,1,12-week
118,17,limit,80,85,NN,NN,1,limit
118,18,",",85,86,",",",",2,","
118,19,foetal,86,92,JJ,JJ,1,foetal
118,20,anomalies,92,101,NNS,NN,1,anomali
118,21,",",101,102,",",",",2,","
118,22,fatal,102,107,JJ,JJ,1,fatal
118,23,foetal,107,113,JJ,JJ,1,foetal
118,24,anomalies,113,122,NNS,NN,1,anomali
118,25,",",122,123,",",",",2,","
118,26,incest,123,129,NN,NN,1,incest
118,27,and,129,132,CC,CC,2,and
118,28,rape,132,136,NN,NN,1,rape
118,29,and,136,139,CC,CC,14,and
118,30,so,139,141,RB,RB,12,so
118,31,forth,141,146,RB,RB,12,forth
118,32,and,146,149,CC,CC,13,and
118,33,point,149,154,NN,NN,11,point
118,34,out,154,157,IN,IN,11,out
118,35,that,157,161,IN,IN,11,that
118,36,nothing,161,168,NN,NN,9,noth
118,37,can,168,171,MD,MD,9,can
118,38,be,171,173,VB,VB,8,be
118,39,done,173,177,VBN,VB,7,done
118,40,unless,177,183,IN,IN,6,unless
118,41,we,183,185,PRP,WP,4,we
118,42,remove,185,191,VB,VB,4,remov
118,43,Article,191,198,NNP,NN,3,Articl
118,44,40.3.3,198,204,CD,CD,3,40.3.3
118,45,ofrom,204,209,VB,VB,13,ofrom
118,46,the,209,212,DT,DT,12,the
118,47,Constitution,212,224,NNP,NN,12,Constitut
118,48,.,224,225,.,.,16,.
119,0,All,0,3,PDT,PDT,9,All
119,1,the,3,6,DT,DT,9,the
119,2,talk,6,10,NN,NN,9,talk
119,3,about,10,15,IN,IN,9,about
119,4,what,15,19,WP,WP,7,what
119,5,might,19,24,MD,MD,6,might
119,6,or,24,26,CC,CC,6,or
119,7,could,26,31,MD,MD,6,could
119,8,happen,31,37,VB,VB,5,happen
119,9,is,37,39,VBZ,VB,10,is
119,10,only,39,43,RB,RB,9,onli
119,11,relevant,43,51,JJ,JJ,9,relev
119,12,in,51,53,IN,IN,8,in
119,13,the,53,56,DT,DT,7,the
119,14,event,56,61,NN,NN,7,event
119,15,that,61,65,IN,IN,9,that
119,16,Article,65,72,NNP,NN,6,Articl
119,17,40.3.3,72,78,CD,CD,6,40.3.3
119,18,o,78,79,NNP,NN,6,o
119,19,is,79,81,VBZ,VB,6,is
119,20,removed,81,88,VBN,VB,5,remov
119,21,and,88,91,CC,CC,8,and
119,22,the,91,94,DT,DT,5,the
119,23,only,94,98,JJ,JJ,5,onli
119,24,ones,98,102,NNS,NN,5,on
119,25,who,102,105,WP,WP,4,who
119,26,can,105,108,MD,MD,3,can
119,27,remove,108,114,VB,VB,2,remov
119,28,it,114,116,PRP,WP,1,it
119,29,are,116,119,VBP,VB,6,ar
119,30,the,119,122,DT,DT,5,the
119,31,people,122,128,NNS,NN,5,peopl
119,32,.,128,129,.,.,11,.
120,0,My,0,2,PRP$,WP,8,My
120,1,vote,2,6,NN,NN,8,vote
120,2,has,6,9,VBZ,VB,8,ha
120,3,the,9,12,DT,DT,6,the
120,4,same,12,16,JJ,JJ,6,same
120,5,value,16,21,NN,NN,6,valu
120,6,as,21,23,IN,IN,6,as
120,7,that,23,27,DT,DT,4,that
120,8,of,27,29,IN,IN,4,of
120,9,any,29,32,DT,DT,2,ani
120,10,person,32,38,NN,NN,2,person
120,11,outside,38,45,IN,IN,2,outsid
120,12,the,45,48,DT,DT,1,the
120,13,House,48,53,NNP,NN,1,Hous
120,14,.,53,54,.,.,9,.
121,0,It,0,2,PRP,WP,7,It
121,1,will,2,6,MD,MD,7,will
121,2,be,6,8,VB,VB,6,be
121,3,the,8,11,DT,DT,4,the
121,4,citizens,11,19,NNS,NN,4,citizen
121,5,who,19,22,WP,WP,3,who
121,6,will,22,26,MD,MD,2,will
121,7,decide,26,32,VB,VB,1,decid
121,8,.,32,33,.,.,8,.
122,0,Our,0,3,PRP$,WP,13,Our
122,1,duty,3,7,NN,NN,13,duti
122,2,",",7,8,",",",",14,","
122,3,first,8,13,RB,RB,13,first
122,4,and,13,16,CC,CC,13,and
122,5,foremost,16,24,RB,RB,13,foremost
122,6,",",24,25,",",",",14,","
122,7,is,25,27,VBZ,VB,13,is
122,8,to,27,29,TO,TO,11,to
122,9,facilitate,29,39,VB,VB,9,facilit
122,10,the,39,42,DT,DT,7,the
122,11,holding,42,49,NN,NN,7,hold
122,12,of,49,51,IN,IN,7,of
122,13,a,51,52,DT,DT,6,a
122,14,referendum,52,62,NN,NN,6,referendum
122,15,and,62,65,CC,CC,10,and
122,16,establish,65,74,VB,VB,9,establish
122,17,the,74,77,DT,DT,8,the
122,18,commission,77,87,NN,NN,8,commiss
122,19,to,87,89,TO,TO,6,to
122,20,observe,89,96,VB,VB,5,observ
122,21,that,96,100,IN,IN,4,that
122,22,it,100,102,PRP,WP,2,it
122,23,is,102,104,VBZ,VB,2,is
122,24,fair,104,108,JJ,JJ,1,fair
122,25,and,108,111,CC,CC,1,and
122,26,impartial,111,120,JJ,JJ,1,imparti
122,27,.,120,121,.,.,14,.
123,0,Political,0,9,JJ,JJ,13,Polit
123,1,parties,9,16,NNS,NN,13,parti
123,2,and,16,19,CC,CC,13,and
123,3,individuals,19,30,NNS,NN,13,individu
123,4,must,30,34,MD,MD,13,must
123,5,ensure,34,40,VB,VB,12,ensur
123,6,",",40,41,",",",",12,","
123,7,at,41,43,IN,IN,11,at
123,8,the,43,46,DT,DT,10,the
123,9,very,46,50,RB,RB,10,veri
123,10,least,50,55,JJS,JJ,10,least
123,11,",",55,56,",",",",12,","
123,12,that,56,60,IN,IN,11,that
123,13,they,60,64,PRP,WP,9,thei
123,14,are,64,67,VBP,VB,9,ar
123,15,honest,67,73,JJ,JJ,7,honest
123,16,and,73,76,CC,CC,8,and
123,17,up,76,78,RB,RB,7,up
123,18,front,78,83,RB,RB,7,front
123,19,",",83,84,",",",",8,","
123,20,whatever,84,92,WDT,WDT,6,whatev
123,21,view,92,96,VBP,VB,5,view
123,22,they,96,100,PRP,WP,2,thei
123,23,hold,100,104,VBP,VB,2,hold
123,24,",",104,105,",",",",8,","
123,25,and,105,108,CC,CC,8,and
123,26,that,108,112,IN,IN,7,that
123,27,we,112,114,PRP,WP,5,we
123,28,will,114,118,MD,MD,5,will
123,29,all,118,121,RB,RB,5,all
123,30,be,121,123,VB,VB,4,be
123,31,respectful,123,133,JJ,JJ,3,respect
123,32,of,133,135,IN,IN,2,of
123,33,each,135,139,DT,DT,1,each
123,34,other,139,144,JJ,JJ,1,other
123,35,.,144,145,.,.,14,.
124,0,As,0,2,IN,IN,20,As
124,1,someone,2,9,NN,NN,18,someon
124,2,who,9,12,WP,WP,17,who
124,3,will,12,16,MD,MD,16,will
124,4,be,16,18,VB,VB,15,be
124,5,50,18,20,CD,CD,13,50
124,6,years,20,25,NNS,NN,13,year
124,7,old,25,28,JJ,JJ,14,old
124,8,next,28,32,JJ,JJ,14,next
124,9,Saturday,32,40,NNP,NN,14,Saturdai
124,10,",",40,41,",",",",21,","
124,11,I,41,42,PRP,WP,20,I
124,12,do,42,44,VBP,VB,20,do
124,13,not,44,47,RB,RB,20,not
124,14,want,47,51,VB,VB,19,want
124,15,to,51,53,TO,TO,17,to
124,16,preside,53,60,VB,VB,16,presid
124,17,over,60,64,IN,IN,15,over
124,18,the,64,67,DT,DT,13,the
124,19,continuation,67,79,NN,NN,13,continu
124,20,of,79,81,IN,IN,13,of
124,21,the,81,84,DT,DT,12,the
124,22,current,84,91,JJ,JJ,12,current
124,23,situation,91,100,NN,NN,12,situat
124,24,",",100,101,",",",",16,","
124,25,knowing,101,108,VBG,VB,14,know
124,26,that,108,112,IN,IN,13,that
124,27,next,112,116,JJ,JJ,11,next
124,28,year,116,120,NN,NN,11,year
124,29,",",120,121,",",",",12,","
124,30,the,121,124,DT,DT,10,the
124,31,year,124,128,NN,NN,10,year
124,32,after,128,133,IN,IN,9,after
124,33,and,133,136,CC,CC,10,and
124,34,the,136,139,DT,DT,8,the
124,35,year,139,143,NN,NN,8,year
124,36,after,143,148,IN,IN,9,after
124,37,thousands,148,157,NNS,NN,7,thousand
124,38,of,157,159,IN,IN,7,of
124,39,Irish,159,164,JJ,JJ,6,Irish
124,40,girls,164,169,NNS,NN,6,girl
124,41,and,169,172,CC,CC,6,and
124,42,women,172,177,NNS,NN,6,women
124,43,will,177,181,MD,MD,11,will
124,44,board,181,186,VB,VB,10,board
124,45,aeroplanes,186,196,NNS,NN,8,aeroplan
124,46,to,196,198,TO,TO,8,to
124,47,seek,198,202,VB,VB,6,seek
124,48,health,202,208,NN,NN,5,health
124,49,care,208,212,NN,NN,5,care
124,50,in,212,214,IN,IN,5,in
124,51,other,214,219,JJ,JJ,4,other
124,52,countries,219,228,NNS,NN,4,countri
124,53,or,228,230,CC,CC,7,or
124,54,climb,230,235,VB,VB,6,climb
124,55,the,235,238,DT,DT,5,the
124,56,stairs,238,244,NNS,NN,5,stair
124,57,to,244,246,TO,TO,5,to
124,58,their,246,251,PRP$,WP,3,their
124,59,bedroom,251,258,NN,NN,3,bedroom
124,60,with,258,262,IN,IN,3,with
124,61,an,262,264,DT,DT,2,an
124,62,abortion,264,272,NN,NN,2,abort
124,63,pill,272,276,NN,NN,2,pill
124,64,because,276,283,IN,IN,5,becaus
124,65,the,283,286,DT,DT,3,the
124,66,State,286,291,NNP,NN,3,State
124,67,has,291,294,VBZ,VB,3,ha
124,68,failed,294,300,VBN,VB,2,fail
124,69,them,300,304,PRP,WP,1,them
124,70,.,304,305,.,.,21,.
